Year,Month,Temp_Anomaly,Date,5yr_moving_avg,10yr_moving_avg,Month_Num,Season_Spring,Season_Summer,Season_Winter,Data_Type,Predicted Anomaly
1910,Mar,-0.51,1910-03-01,-0.4640000000000001,-0.3909999999999999,3.0,True,False,False,Actual,
1911,Mar,-0.61,1911-03-01,-0.498,-0.3509999999999999,3.0,True,False,False,Actual,
1912,Mar,-0.38,1912-03-01,-0.436,-0.358,3.0,True,False,False,Actual,
1913,Mar,-0.43,1913-03-01,-0.356,-0.4029999999999999,3.0,True,False,False,Actual,
1914,Mar,-0.25,1914-03-01,-0.292,-0.4019999999999999,3.0,True,False,False,Actual,
1915,Mar,-0.11,1915-03-01,-0.342,-0.368,3.0,True,False,False,Actual,
1916,Mar,-0.29,1916-03-01,-0.306,-0.3299999999999999,3.0,True,False,False,Actual,
1917,Mar,-0.63,1917-03-01,-0.3,-0.2919999999999999,3.0,True,False,False,Actual,
1918,Mar,-0.25,1918-03-01,-0.304,-0.2689999999999999,3.0,True,False,False,Actual,
1919,Mar,-0.22,1919-03-01,-0.292,-0.2599999999999999,3.0,True,False,False,Actual,
1920,Mar,-0.13,1920-03-01,-0.196,-0.2439999999999999,3.0,True,False,False,Actual,
1921,Mar,-0.23,1921-03-01,-0.214,-0.2599999999999999,3.0,True,False,False,Actual,
1922,Mar,-0.15,1922-03-01,-0.188,-0.2199999999999999,3.0,True,False,False,Actual,
1923,Mar,-0.34,1923-03-01,-0.216,-0.1959999999999999,3.0,True,False,False,Actual,
1924,Mar,-0.09,1924-03-01,-0.148,-0.1959999999999999,3.0,True,False,False,Actual,
1925,Mar,-0.27,1925-03-01,-0.196,-0.2069999999999999,3.0,True,False,False,Actual,
1926,Mar,0.11,1926-03-01,-0.178,-0.205,3.0,True,False,False,Actual,
1927,Mar,-0.39,1927-03-01,-0.226,-0.1929999999999999,3.0,True,False,False,Actual,
1928,Mar,-0.25,1928-03-01,-0.194,-0.1959999999999999,3.0,True,False,False,Actual,
1929,Mar,-0.33,1929-03-01,-0.238,-0.1909999999999999,3.0,True,False,False,Actual,
1930,Mar,-0.11,1930-03-01,-0.196,-0.2109999999999999,3.0,True,False,False,Actual,
1931,Mar,-0.11,1931-03-01,-0.204,-0.1979999999999999,3.0,True,False,False,Actual,
1932,Mar,-0.18,1932-03-01,-0.196,-0.2299999999999999,3.0,True,False,False,Actual,
1933,Mar,-0.29,1933-03-01,-0.202,-0.2109999999999999,3.0,True,False,False,Actual,
1934,Mar,-0.29,1934-03-01,-0.222,-0.1759999999999999,3.0,True,False,False,Actual,
1935,Mar,-0.14,1935-03-01,-0.226,-0.1609999999999999,3.0,True,False,False,Actual,
1936,Mar,-0.21,1936-03-01,-0.148,-0.1409999999999999,3.0,True,False,False,Actual,
1937,Mar,-0.2,1937-03-01,-0.126,-0.1199999999999999,3.0,True,False,False,Actual,
1938,Mar,0.1,1938-03-01,-0.08,-0.0969999999999999,3.0,True,False,False,Actual,
1939,Mar,-0.18,1939-03-01,-0.018,-0.0719999999999999,3.0,True,False,False,Actual,
1940,Mar,0.09,1940-03-01,0.0319999999999999,-0.0169999999999999,3.0,True,False,False,Actual,
1941,Mar,0.1,1941-03-01,0.0039999999999999,0.003,3.0,True,False,False,Actual,
1942,Mar,0.05,1942-03-01,0.0919999999999999,0.025,3.0,True,False,False,Actual,
1943,Mar,-0.04,1943-03-01,0.0859999999999999,0.051,3.0,True,False,False,Actual,
1944,Mar,0.26,1944-03-01,0.0679999999999999,0.017,3.0,True,False,False,Actual,
1945,Mar,0.06,1945-03-01,0.0699999999999999,0.033,3.0,True,False,False,Actual,
1946,Mar,0.01,1946-03-01,0.0299999999999999,0.016,3.0,True,False,False,Actual,
1947,Mar,0.06,1947-03-01,-0.026,-0.0139999999999999,3.0,True,False,False,Actual,
1948,Mar,-0.24,1948-03-01,-0.054,-0.0269999999999999,3.0,True,False,False,Actual,
1949,Mar,-0.02,1949-03-01,-0.096,-0.0119999999999999,3.0,True,False,False,Actual,
1950,Mar,-0.08,1950-03-01,-0.124,-0.0529999999999999,3.0,True,False,False,Actual,
1951,Mar,-0.2,1951-03-01,-0.054,-0.0909999999999999,3.0,True,False,False,Actual,
1952,Mar,-0.08,1952-03-01,-0.08,-0.1129999999999999,3.0,True,False,False,Actual,
1953,Mar,0.11,1953-03-01,-0.128,-0.1239999999999999,3.0,True,False,False,Actual,
1954,Mar,-0.15,1954-03-01,-0.13,-0.0919999999999999,3.0,True,False,False,Actual,
1955,Mar,-0.32,1955-03-01,-0.124,-0.0719999999999999,3.0,True,False,False,Actual,
1956,Mar,-0.21,1956-03-01,-0.13,-0.0989999999999999,3.0,True,False,False,Actual,
1957,Mar,-0.05,1957-03-01,-0.064,-0.0699999999999999,3.0,True,False,False,Actual,
1958,Mar,0.08,1958-03-01,-0.07,-0.0519999999999999,3.0,True,False,False,Actual,
1959,Mar,0.18,1959-03-01,-0.01,-0.0769999999999999,3.0,True,False,False,Actual,
1960,Mar,-0.35,1960-03-01,0.0199999999999999,-0.0829999999999999,3.0,True,False,False,Actual,
1961,Mar,0.09,1961-03-01,-0.024,-0.0639999999999999,3.0,True,False,False,Actual,
1962,Mar,0.1,1962-03-01,-0.102,-0.0389999999999999,3.0,True,False,False,Actual,
1963,Mar,-0.14,1963-03-01,-0.058,-0.0289999999999999,3.0,True,False,False,Actual,
1964,Mar,-0.21,1964-03-01,-0.068,-0.0169999999999999,3.0,True,False,False,Actual,
1965,Mar,-0.13,1965-03-01,-0.078,-0.0339999999999999,3.0,True,False,False,Actual,
1966,Mar,0.04,1966-03-01,-0.01,0.007,3.0,True,False,False,Actual,
1967,Mar,0.05,1967-03-01,0.0339999999999999,-0.0199999999999999,3.0,True,False,False,Actual,
1968,Mar,0.2,1968-03-01,0.0719999999999999,-0.0269999999999999,3.0,True,False,False,Actual,
1969,Mar,0.01,1969-03-01,0.0279999999999999,0.016,3.0,True,False,False,Actual,
1970,Mar,0.06,1970-03-01,0.0239999999999999,0.032,3.0,True,False,False,Actual,
1971,Mar,-0.18,1971-03-01,0.0419999999999999,0.057,3.0,True,False,False,Actual,
1972,Mar,0.03,1972-03-01,0.0299999999999999,0.032,3.0,True,False,False,Actual,
1973,Mar,0.29,1973-03-01,0.0419999999999999,0.051,3.0,True,False,False,Actual,
1974,Mar,-0.05,1974-03-01,0.0359999999999999,0.05,3.0,True,False,False,Actual,
1975,Mar,0.12,1975-03-01,0.0779999999999999,0.068,3.0,True,False,False,Actual,
1976,Mar,-0.21,1976-03-01,0.0579999999999999,0.091,3.0,True,False,False,Actual,
1977,Mar,0.24,1977-03-01,0.1059999999999999,0.157,3.0,True,False,False,Actual,
1978,Mar,0.19,1978-03-01,0.1399999999999999,0.157,3.0,True,False,False,Actual,
1979,Mar,0.19,1979-03-01,0.2779999999999999,0.169,3.0,True,False,False,Actual,
1980,Mar,0.29,1980-03-01,0.236,0.2,3.0,True,False,False,Actual,
1981,Mar,0.48,1981-03-01,0.2799999999999999,0.205,3.0,True,False,False,Actual,
1982,Mar,0.03,1982-03-01,0.2939999999999999,0.256,3.0,True,False,False,Actual,
1983,Mar,0.41,1983-03-01,0.2699999999999999,0.25,3.0,True,False,False,Actual,
1984,Mar,0.26,1984-03-01,0.2339999999999999,0.282,3.0,True,False,False,Actual,
1985,Mar,0.17,1985-03-01,0.2639999999999999,0.299,3.0,True,False,False,Actual,
1986,Mar,0.3,1986-03-01,0.284,0.35,3.0,True,False,False,Actual,
1987,Mar,0.18,1987-03-01,0.304,0.3370000000000001,3.0,True,False,False,Actual,
1988,Mar,0.51,1988-03-01,0.43,0.382,3.0,True,False,False,Actual,
1989,Mar,0.36,1989-03-01,0.44,0.377,3.0,True,False,False,Actual,
1990,Mar,0.8,1990-03-01,0.5,0.38,3.0,True,False,False,Actual,
1991,Mar,0.35,1991-03-01,0.47,0.41,3.0,True,False,False,Actual,
1992,Mar,0.48,1992-03-01,0.456,0.4120000000000001,3.0,True,False,False,Actual,
1993,Mar,0.36,1993-03-01,0.3899999999999999,0.446,3.0,True,False,False,Actual,
1994,Mar,0.29,1994-03-01,0.384,0.4580000000000001,3.0,True,False,False,Actual,
1995,Mar,0.47,1995-03-01,0.392,0.454,3.0,True,False,False,Actual,
1996,Mar,0.32,1996-03-01,0.446,0.4290000000000001,3.0,True,False,False,Actual,
1997,Mar,0.52,1997-03-01,0.452,0.449,3.0,True,False,False,Actual,
1998,Mar,0.63,1998-03-01,0.4679999999999999,0.489,3.0,True,False,False,Actual,
1999,Mar,0.32,1999-03-01,0.514,0.5130000000000001,3.0,True,False,False,Actual,
2000,Mar,0.55,2000-03-01,0.586,0.547,3.0,True,False,False,Actual,
2001,Mar,0.55,2001-03-01,0.58,0.5740000000000001,3.0,True,False,False,Actual,
2002,Mar,0.88,2002-03-01,0.642,0.6050000000000001,3.0,True,False,False,Actual,
2003,Mar,0.6,2003-03-01,0.68,0.6280000000000001,3.0,True,False,False,Actual,
2004,Mar,0.63,2004-03-01,0.696,0.618,3.0,True,False,False,Actual,
2005,Mar,0.74,2005-03-01,0.67,0.6780000000000002,3.0,True,False,False,Actual,
2006,Mar,0.63,2006-03-01,0.656,0.688,3.0,True,False,False,Actual,
2008,Mar,0.75,2008-03-01,0.7140000000000001,0.6900000000000001,3.0,True,False,False,Actual,
2009,Mar,0.53,2009-03-01,0.696,0.669,3.0,True,False,False,Actual,
2010,Mar,0.92,2010-03-01,0.6839999999999999,0.687,3.0,True,False,False,Actual,
2011,Mar,0.65,2011-03-01,0.6679999999999999,0.7200000000000001,3.0,True,False,False,Actual,
2012,Mar,0.57,2012-03-01,0.718,0.7340000000000001,3.0,True,False,False,Actual,
2013,Mar,0.67,2013-03-01,0.726,0.788,3.0,True,False,False,Actual,
2014,Mar,0.78,2014-03-01,0.772,0.8020000000000002,3.0,True,False,False,Actual,
2015,Mar,0.96,2015-03-01,0.892,0.8530000000000001,3.0,True,False,False,Actual,
2018,Mar,0.88,2018-03-01,0.936,0.884,3.0,True,False,False,Actual,
2019,Mar,1.17,2019-03-01,0.988,0.8019999999999999,3.0,True,False,False,Actual,
2021,Mar,0.89,2021-03-01,1.042,0.7480000000000001,3.0,True,False,False,Actual,
2022,Mar,1.04,2022-03-01,0.8320000000000001,0.664,3.0,True,False,False,Actual,
2023,Mar,1.23,2023-03-01,0.604,0.5670000000000001,3.0,True,False,False,Actual,
1880,Apr,-0.17,1880-04-01,0.392,0.43,4.0,True,False,False,Actual,
1881,Apr,0.03,1881-04-01,0.146,0.3,4.0,True,False,False,Actual,
1882,Apr,-0.17,1882-04-01,-0.182,0.155,4.0,True,False,False,Actual,
1883,Apr,-0.19,1883-04-01,-0.2319999999999999,0.045,4.0,True,False,False,Actual,
1884,Apr,-0.41,1884-04-01,-0.294,-0.0499999999999999,4.0,True,False,False,Actual,
1885,Apr,-0.42,1885-04-01,-0.302,-0.2029999999999999,4.0,True,False,False,Actual,
1886,Apr,-0.28,1886-04-01,-0.246,-0.2139999999999999,4.0,True,False,False,Actual,
1888,Apr,-0.21,1888-04-01,-0.224,-0.2509999999999999,4.0,True,False,False,Actual,
1889,Apr,0.09,1889-04-01,-0.196,-0.2789999999999999,4.0,True,False,False,Actual,
1890,Apr,-0.3,1890-04-01,-0.208,-0.2819999999999999,4.0,True,False,False,Actual,
1891,Apr,-0.28,1891-04-01,-0.256,-0.2719999999999999,4.0,True,False,False,Actual,
1892,Apr,-0.34,1892-04-01,-0.318,-0.2329999999999999,4.0,True,False,False,Actual,
1894,Apr,-0.45,1894-04-01,-0.32,-0.2359999999999999,4.0,True,False,False,Actual,
1895,Apr,-0.22,1895-04-01,-0.27,-0.2349999999999999,4.0,True,False,False,Actual,
1896,Apr,-0.31,1896-04-01,-0.2639999999999999,-0.2539999999999999,4.0,True,False,False,Actual,
1897,Apr,-0.03,1897-04-01,-0.214,-0.2269999999999999,4.0,True,False,False,Actual,
1898,Apr,-0.31,1898-04-01,-0.19,-0.2269999999999999,4.0,True,False,False,Actual,
1899,Apr,-0.2,1899-04-01,-0.1339999999999999,-0.2349999999999999,4.0,True,False,False,Actual,
1900,Apr,-0.1,1900-04-01,-0.184,-0.2409999999999999,4.0,True,False,False,Actual,
1901,Apr,-0.03,1901-04-01,-0.206,-0.2529999999999999,4.0,True,False,False,Actual,
1902,Apr,-0.28,1902-04-01,-0.268,-0.2269999999999999,4.0,True,False,False,Actual,
1903,Apr,-0.42,1903-04-01,-0.316,-0.2599999999999999,4.0,True,False,False,Actual,
1904,Apr,-0.51,1904-04-01,-0.32,-0.2739999999999999,4.0,True,False,False,Actual,
1905,Apr,-0.34,1905-04-01,-0.3359999999999999,-0.297,4.0,True,False,False,Actual,
1906,Apr,-0.05,1906-04-01,-0.3419999999999999,-0.3409999999999999,4.0,True,False,False,Actual,
1907,Apr,-0.36,1907-04-01,-0.3259999999999999,-0.3559999999999999,4.0,True,False,False,Actual,
1908,Apr,-0.45,1908-04-01,-0.366,-0.368,4.0,True,False,False,Actual,
1910,Apr,-0.43,1910-04-01,-0.392,-0.356,4.0,True,False,False,Actual,
1911,Apr,-0.54,1911-04-01,-0.4,-0.2989999999999999,4.0,True,False,False,Actual,
1912,Apr,-0.18,1912-04-01,-0.37,-0.2959999999999999,4.0,True,False,False,Actual,
1913,Apr,-0.4,1913-04-01,-0.2719999999999999,-0.3459999999999999,4.0,True,False,False,Actual,
1914,Apr,-0.3,1914-04-01,-0.2259999999999999,-0.3549999999999999,4.0,True,False,False,Actual,
1915,Apr,0.06,1915-04-01,-0.3,-0.3229999999999999,4.0,True,False,False,Actual,
1916,Apr,-0.31,1916-04-01,-0.31,-0.3049999999999999,4.0,True,False,False,Actual,
1917,Apr,-0.55,1917-04-01,-0.2759999999999999,-0.2809999999999999,4.0,True,False,False,Actual,
1918,Apr,-0.45,1918-04-01,-0.3379999999999999,-0.2859999999999999,4.0,True,False,False,Actual,
1919,Apr,-0.13,1919-04-01,-0.3359999999999999,-0.2869999999999999,4.0,True,False,False,Actual,
1920,Apr,-0.25,1920-04-01,-0.2719999999999999,-0.287,4.0,True,False,False,Actual,
1921,Apr,-0.3,1921-04-01,-0.2639999999999999,-0.3189999999999999,4.0,True,False,False,Actual,
1922,Apr,-0.23,1922-04-01,-0.298,-0.301,4.0,True,False,False,Actual,
1923,Apr,-0.41,1923-04-01,-0.3,-0.2769999999999999,4.0,True,False,False,Actual,
1924,Apr,-0.3,1924-04-01,-0.266,-0.2599999999999999,4.0,True,False,False,Actual,
1925,Apr,-0.26,1925-04-01,-0.282,-0.2879999999999999,4.0,True,False,False,Actual,
1926,Apr,-0.13,1926-04-01,-0.2559999999999999,-0.2879999999999999,4.0,True,False,False,Actual,
1927,Apr,-0.31,1927-04-01,-0.278,-0.2809999999999999,4.0,True,False,False,Actual,
1928,Apr,-0.28,1928-04-01,-0.276,-0.2639999999999999,4.0,True,False,False,Actual,
1929,Apr,-0.41,1929-04-01,-0.296,-0.2469999999999999,4.0,True,False,False,Actual,
1930,Apr,-0.25,1930-04-01,-0.246,-0.2469999999999999,4.0,True,False,False,Actual,
1931,Apr,-0.23,1931-04-01,-0.238,-0.2579999999999999,4.0,True,False,False,Actual,
1932,Apr,-0.06,1932-04-01,-0.216,-0.2649999999999999,4.0,True,False,False,Actual,
1933,Apr,-0.24,1933-04-01,-0.24,-0.2499999999999999,4.0,True,False,False,Actual,
1934,Apr,-0.3,1934-04-01,-0.2339999999999999,-0.2149999999999999,4.0,True,False,False,Actual,
1935,Apr,-0.37,1935-04-01,-0.254,-0.1839999999999999,4.0,True,False,False,Actual,
1936,Apr,-0.2,1936-04-01,-0.192,-0.1419999999999999,4.0,True,False,False,Actual,
1937,Apr,-0.16,1937-04-01,-0.152,-0.1029999999999999,4.0,True,False,False,Actual,
1938,Apr,0.07,1938-04-01,-0.044,-0.0879999999999999,4.0,True,False,False,Actual,
1939,Apr,-0.1,1939-04-01,0.028,-0.0529999999999999,4.0,True,False,False,Actual,
1940,Apr,0.17,1940-04-01,0.078,-0.0039999999999999,4.0,True,False,False,Actual,
1941,Apr,0.16,1941-04-01,0.086,0.052,4.0,True,False,False,Actual,
1942,Apr,0.09,1942-04-01,0.144,0.078,4.0,True,False,False,Actual,
1943,Apr,0.11,1943-04-01,0.148,0.1,4.0,True,False,False,Actual,
1944,Apr,0.19,1944-04-01,0.128,0.081,4.0,True,False,False,Actual,
1945,Apr,0.19,1945-04-01,0.122,0.08,4.0,True,False,False,Actual,
1946,Apr,0.06,1946-04-01,0.076,0.042,4.0,True,False,False,Actual,
1947,Apr,0.06,1947-04-01,0.016,0.012,4.0,True,False,False,Actual,
1948,Apr,-0.12,1948-04-01,-0.064,0.006,4.0,True,False,False,Actual,
1949,Apr,-0.11,1949-04-01,-0.104,0.014,4.0,True,False,False,Actual,
1950,Apr,-0.21,1950-04-01,-0.11,-0.0189999999999999,4.0,True,False,False,Actual,
1951,Apr,-0.14,1951-04-01,-0.048,-0.0599999999999999,4.0,True,False,False,Actual,
1952,Apr,0.03,1952-04-01,-0.054,-0.0939999999999999,4.0,True,False,False,Actual,
1953,Apr,0.19,1953-04-01,-0.056,-0.0999999999999999,4.0,True,False,False,Actual,
1954,Apr,-0.14,1954-04-01,-0.084,-0.0869999999999999,4.0,True,False,False,Actual,
1955,Apr,-0.22,1955-04-01,-0.09,-0.0599999999999999,4.0,True,False,False,Actual,
1956,Apr,-0.28,1956-04-01,-0.126,-0.0539999999999999,4.0,True,False,False,Actual,
1957,Apr,0.0,1957-04-01,-0.0659999999999999,-0.0269999999999999,4.0,True,False,False,Actual,
1958,Apr,0.01,1958-04-01,-0.052,-0.0249999999999999,4.0,True,False,False,Actual,
1959,Apr,0.16,1959-04-01,0.03,-0.0509999999999999,4.0,True,False,False,Actual,
1960,Apr,-0.15,1960-04-01,0.04,-0.0689999999999999,4.0,True,False,False,Actual,
1961,Apr,0.13,1961-04-01,0.024,-0.0659999999999999,4.0,True,False,False,Actual,
1962,Apr,0.05,1962-04-01,-0.072,-0.0509999999999999,4.0,True,False,False,Actual,
1963,Apr,-0.07,1963-04-01,-0.08,-0.0559999999999999,4.0,True,False,False,Actual,
1964,Apr,-0.32,1964-04-01,-0.132,-0.0629999999999999,4.0,True,False,False,Actual,
1965,Apr,-0.19,1965-04-01,-0.152,-0.0619999999999999,4.0,True,False,False,Actual,
1966,Apr,-0.13,1966-04-01,-0.15,-0.0419999999999999,4.0,True,False,False,Actual,
1967,Apr,-0.05,1967-04-01,-0.0519999999999999,-0.0619999999999999,4.0,True,False,False,Actual,
1968,Apr,-0.06,1968-04-01,-0.0039999999999999,-0.0669999999999999,4.0,True,False,False,Actual,
1969,Apr,0.17,1969-04-01,0.008,-0.0329999999999999,4.0,True,False,False,Actual,
1970,Apr,0.05,1970-04-01,0.018,-0.0119999999999999,4.0,True,False,False,Actual,
1971,Apr,-0.07,1971-04-01,0.084,0.011,4.0,True,False,False,Actual,
1972,Apr,0.0,1972-04-01,0.028,0.017,4.0,True,False,False,Actual,
1973,Apr,0.27,1973-04-01,0.026,0.048,4.0,True,False,False,Actual,
1974,Apr,-0.11,1974-04-01,0.026,0.071,4.0,True,False,False,Actual,
1975,Apr,0.04,1975-04-01,0.078,0.069,4.0,True,False,False,Actual,
1976,Apr,-0.07,1976-04-01,0.058,0.094,4.0,True,False,False,Actual,
1977,Apr,0.26,1977-04-01,0.11,0.133,4.0,True,False,False,Actual,
1978,Apr,0.17,1978-04-01,0.1619999999999999,0.148,4.0,True,False,False,Actual,
1979,Apr,0.15,1979-04-01,0.24,0.148,4.0,True,False,False,Actual,
1980,Apr,0.3,1980-04-01,0.218,0.165,4.0,True,False,False,Actual,
1981,Apr,0.32,1981-04-01,0.238,0.173,4.0,True,False,False,Actual,
1982,Apr,0.15,1982-04-01,0.22,0.202,4.0,True,False,False,Actual,
1983,Apr,0.27,1983-04-01,0.184,0.2,4.0,True,False,False,Actual,
1984,Apr,0.06,1984-04-01,0.1639999999999999,0.225,4.0,True,False,False,Actual,
1985,Apr,0.12,1985-04-01,0.182,0.239,4.0,True,False,False,Actual,
1986,Apr,0.22,1986-04-01,0.212,0.265,4.0,True,False,False,Actual,
1987,Apr,0.24,1987-04-01,0.2579999999999999,0.2840000000000001,4.0,True,False,False,Actual,
1988,Apr,0.42,1988-04-01,0.346,0.2960000000000001,4.0,True,False,False,Actual,
1989,Apr,0.29,1989-04-01,0.404,0.2960000000000001,4.0,True,False,False,Actual,
1990,Apr,0.56,1990-04-01,0.41,0.331,4.0,True,False,False,Actual,
1991,Apr,0.51,1991-04-01,0.38,0.366,4.0,True,False,False,Actual,
1992,Apr,0.27,1992-04-01,0.404,0.377,4.0,True,False,False,Actual,
1993,Apr,0.27,1993-04-01,0.386,0.387,4.0,True,False,False,Actual,
1994,Apr,0.41,1994-04-01,0.35,0.408,4.0,True,False,False,Actual,
1995,Apr,0.47,1995-04-01,0.364,0.411,4.0,True,False,False,Actual,
1996,Apr,0.33,1996-04-01,0.4359999999999999,0.411,4.0,True,False,False,Actual,
1997,Apr,0.34,1997-04-01,0.418,0.41,4.0,True,False,False,Actual,
1998,Apr,0.63,1998-04-01,0.436,0.441,4.0,True,False,False,Actual,
1999,Apr,0.32,1999-04-01,0.47,0.469,4.0,True,False,False,Actual,
2000,Apr,0.56,2000-04-01,0.518,0.489,4.0,True,False,False,Actual,
2001,Apr,0.5,2001-04-01,0.502,0.5090000000000001,4.0,True,False,False,Actual,
2002,Apr,0.58,2002-04-01,0.56,0.522,4.0,True,False,False,Actual,
2003,Apr,0.55,2003-04-01,0.5820000000000001,0.542,4.0,True,False,False,Actual,
2004,Apr,0.61,2004-04-01,0.5740000000000001,0.5400000000000001,4.0,True,False,False,Actual,
2005,Apr,0.67,2005-04-01,0.5660000000000001,0.5930000000000001,4.0,True,False,False,Actual,
2006,Apr,0.46,2006-04-01,0.5780000000000001,0.6010000000000001,4.0,True,False,False,Actual,
2008,Apr,0.54,2008-04-01,0.626,0.624,4.0,True,False,False,Actual,
2009,Apr,0.61,2009-04-01,0.62,0.619,4.0,True,False,False,Actual,
2010,Apr,0.85,2010-04-01,0.674,0.645,4.0,True,False,False,Actual,
2011,Apr,0.64,2011-04-01,0.672,0.659,4.0,True,False,False,Actual,
2012,Apr,0.73,2012-04-01,0.712,0.68,4.0,True,False,False,Actual,
2013,Apr,0.53,2013-04-01,0.692,0.7350000000000001,4.0,True,False,False,Actual,
2014,Apr,0.81,2014-04-01,0.74,0.757,4.0,True,False,False,Actual,
2015,Apr,0.75,2015-04-01,0.796,0.7790000000000001,4.0,True,False,False,Actual,
2018,Apr,0.88,2018-04-01,0.842,0.793,4.0,True,False,False,Actual,
2019,Apr,1.01,2019-04-01,0.8459999999999999,0.7190000000000001,4.0,True,False,False,Actual,
2021,Apr,0.76,2021-04-01,0.8939999999999999,0.652,4.0,True,False,False,Actual,
2022,Apr,0.83,2022-04-01,0.698,0.5850000000000001,4.0,True,False,False,Actual,
2023,Apr,0.99,2023-04-01,0.5079999999999999,0.486,4.0,True,False,False,Actual,
1880,May,-0.1,1880-05-01,0.3279999999999999,0.377,5.0,True,False,False,Actual,
1881,May,0.06,1881-05-01,0.126,0.243,5.0,True,False,False,Actual,
1882,May,-0.14,1882-05-01,-0.14,0.117,5.0,True,False,False,Actual,
1883,May,-0.18,1883-05-01,-0.212,0.019,5.0,True,False,False,Actual,
1884,May,-0.34,1884-05-01,-0.274,-0.0659999999999999,5.0,True,False,False,Actual,
1885,May,-0.46,1885-05-01,-0.29,-0.205,5.0,True,False,False,Actual,
1886,May,-0.25,1886-05-01,-0.258,-0.2119999999999999,5.0,True,False,False,Actual,
1888,May,-0.22,1888-05-01,-0.27,-0.2409999999999999,5.0,True,False,False,Actual,
1889,May,-0.02,1889-05-01,-0.212,-0.2589999999999999,5.0,True,False,False,Actual,
1890,May,-0.4,1890-05-01,-0.208,-0.269,5.0,True,False,False,Actual,
1891,May,-0.17,1891-05-01,-0.228,-0.251,5.0,True,False,False,Actual,
1892,May,-0.23,1892-05-01,-0.2799999999999999,-0.207,5.0,True,False,False,Actual,
1894,May,-0.32,1894-05-01,-0.232,-0.2129999999999999,5.0,True,False,False,Actual,
1895,May,-0.28,1895-05-01,-0.202,-0.2149999999999999,5.0,True,False,False,Actual,
1896,May,-0.16,1896-05-01,-0.218,-0.2219999999999999,5.0,True,False,False,Actual,
1897,May,-0.02,1897-05-01,-0.202,-0.1979999999999999,5.0,True,False,False,Actual,
1898,May,-0.31,1898-05-01,-0.1639999999999999,-0.2139999999999999,5.0,True,False,False,Actual,
1899,May,-0.24,1899-05-01,-0.1639999999999999,-0.2319999999999999,5.0,True,False,False,Actual,
1900,May,-0.09,1900-05-01,-0.2259999999999999,-0.2519999999999999,5.0,True,False,False,Actual,
1901,May,-0.16,1901-05-01,-0.246,-0.2539999999999999,5.0,True,False,False,Actual,
1902,May,-0.33,1902-05-01,-0.302,-0.2639999999999999,5.0,True,False,False,Actual,
1903,May,-0.41,1903-05-01,-0.344,-0.309,5.0,True,False,False,Actual,
1904,May,-0.52,1904-05-01,-0.364,-0.3159999999999999,5.0,True,False,False,Actual,
1905,May,-0.3,1905-05-01,-0.392,-0.3269999999999999,5.0,True,False,False,Actual,
1906,May,-0.26,1906-05-01,-0.386,-0.37,5.0,True,False,False,Actual,
1907,May,-0.47,1907-05-01,-0.352,-0.376,5.0,True,False,False,Actual,
1908,May,-0.38,1908-05-01,-0.396,-0.3879999999999999,5.0,True,False,False,Actual,
1910,May,-0.35,1910-05-01,-0.388,-0.369,5.0,True,False,False,Actual,
1911,May,-0.52,1911-05-01,-0.384,-0.323,5.0,True,False,False,Actual,
1912,May,-0.22,1912-05-01,-0.352,-0.3289999999999999,5.0,True,False,False,Actual,
1913,May,-0.45,1913-05-01,-0.294,-0.358,5.0,True,False,False,Actual,
1914,May,-0.22,1914-05-01,-0.262,-0.354,5.0,True,False,False,Actual,
1915,May,-0.06,1915-05-01,-0.328,-0.345,5.0,True,False,False,Actual,
1916,May,-0.36,1916-05-01,-0.3239999999999999,-0.3369999999999999,5.0,True,False,False,Actual,
